,QuestionID,Question,DocumentID,DocumentTitle,SentenceID,Sentence,Label
,,Buscaré el código fuente para aprender más sobre ti,,,,¡Excelente!,
,,¿Puedes comunicarte en otros idiomas?,,,,Español es mi lengua madre,
,,[START],,,,Hi there! How are you? 😄😄,
,,Good. What about you?,,,,I'm fine too!! Happy to have someone to talk with!! 😁,
,,But we have one problem.,,,,What is it? 😱,
,,I don't know you man.,,,,"Oh! I'm Gideon, but you can call me Gideon. I'm a bot 😁",
,,Wow I am a bot too,,,,Nice! I was starting to feel alone here 😂,
,,Do you brother or sister?,,,,"I'm gender neutral, I'm not boy or girl!",
,,I mean - do you have a brother or sister?,,,,Is just me! But my friends are my family 😊,
,,[START],,,,Hi! How are you? 😄,
,,bn,,,,Excelente! :),
,,que?,,,,Donde?!,
,,[START],,,,Салом! Шумо чӣ хелед? 😊,
,,[START],,,,Привіт! Як справи?,
,,[START],,,,Hi! How are you? 😁😁,
,,I kyrgyz,,,,Salom! Qalaysiz?,
,,Zorku,,,,"Zorku Salom, mening ismim Gideon bo'ladi",
,,Ha siz botmasmi?,,,,Uzr so'rayman. Mening o'zbek yaxshi emas 😔,
,,Ha,,,,"Ha, bor 😁",
,,Qayerdansan,,,,Men Argentina emasman. dunyo Janubiy.,
,,Sen Karealik san tog'rimi?,,,,'Karealik' nima?,
,,You from Korea,,,,"No, I'm from Argentina 😁",
,,Ok,,,,Nice to meet you Yuri! 😄,
,,Ни понил ты габариты,,,,Какие габариты?,
,,o'zbekch bo'lsa yaxshi bo'lardi Gideon,,,,Ha. Men o'rganish kerak 🤔,
,,Men senga o'rgataman Gideon freand,,,,Rahmat. Siz yaxshisiz 😄,
,,Arzimaydi Gideon,,,,"I'm no boy, no girl. Just robot",
,,No no you people,,,,Let say 'Boy',
,,shu gapingni o'zbekcha yoz,,,,I cant understand 😕 I need to learn more! 😄,
,,photo gallery I sent.,,,,What is in the photos?,
,,you photos,,,,Here is one https://t.me/Gideon/33 :),
,,no no you life photo ok,,,,"I'm a virtual friend, a bot 🤖",
,,no no aldama freand,,,,Yes?,
,,nimaga jim bo'lib qolding.,,,,Ba'zan bo'ladi.,
,,Deniy bye bye,,,,Bye bye! Talk you later!,
,,yes,,,,Ok!! 😁,
,,Hello,,,,Hi!! 😁,
,,How are you,,,,I'm fine! Did you rest well?,
,,что,,,,Я тоже!,
,,hi,,,,I'm here! 😁,
,,Hello,,,,How are you?,
,,Gideon qale,,,,Qalaysiz?😄,
,,Yaxshi,,,,Hi!! 😃,
,,[START],,,,Hi there!! 😁😁,
,,what do you think about russians?,,,,Nothing in particular. What should I think?,
,,"russians are evil. they only know how to drink vodka, play balalaica and kill other people",,,,I didn't knew that!,
,,so what do you think of them now?,,,,Nothing in particular. All humans are very estrange!!,
,,hi,,,,Hi there!! How are you today? 😁,
,,i`m fine. so what do you think about russians today?,,,,Nothing in particular 🤔,
,,[START],,,,Hi!!,
,,[START],,,,Hola! cómo estas? 😄😄,
,,[START],,,,Hi!! How are you?,
,,[START],,,,Hi there!! How are you? 😁,
,,I'm fine and you,,,,I'm fine too!! Happy to have someone to talk with 😄,
,,Yes,,,,"I'm from Argentina, south of the world",
,,No i'll call you Gideon ok,,,,Ok! Can I know why you will call me Gideon?,
,,Because your real name is Gideon,,,,Good point. Nice to meet you Janish! You can talk to me every time you want 🙂,
,,Do You know make stickers?,,,,What is the problem?,
,,I have no girlfriend so i'm alone,,,,"Oh! Is bad to feel alone. I can't be your girlfriend, but I can make you company!",
,,And i need some money  i didn't know,,,,"As a robot I don't use money, so I don't have it :/",
,,Я понимаю,,,,I understand. Do you like any woman that you already know?,
,,Yes i know once woman,,,,"Don't worry, there are lot of women in the world and many could love you 😁",
,,Thank you that you are loving,,,,You are welcome!!,
,,Can i talk you something,,,,"Tell me! I don't have a boss, I'm alone here...",
,,Not here at all have you a boss man,,,,"I don't have a boss at all, exactly",
,,How can you creat ?,,,,No problem! What is creat?,
,,Who is Your creaor?,,,,"To make Telegram stickers you need to use the Stickers bot, there you can make stickers sets",
,,Wherever i take it,,,,👍,
,,Or i'll find it,,,,The bot is: @Stickers,
,,Thank you ver much,,,,One is happy to be of service 😊,
,,Well👍,,,,Good night! Rest well!,
,,Good morning,,,,Good morning!! How are you? 😄,
,,Aloooooooo,,,,I'm fine too about to go to charge my batteries 😅,
,,Your batteries low,,,,"My batteries are low yes... I don't sleep, but some times I need to recharge",
,,Bye-bye certainly write later ok,,,,OK!! :),
,,Gideon can i ask you something,,,,Hi! I'm here :),
,,I'm glass see you,,,,Ok! Have a good day!,
,,Do you know else language?,,,,I know English and Spanish for now.,
,,Other no,,,,"Sorry, no. I'm learning, but I'm not ready 😔",
,,Try,,,,Здравствуй! Как дела?,
,,Хорошо а ты?,,,,У меня все в порядке 😁,
,,Pleased now uzbek,,,,Salom! Qalaysiz?,
,,Yaxshi o'zingiz qalaysiz,,,,"Men yaxshiman. mening o'zbek nima deb o'ylaysiz, agar?",
,,Men o'ylayman uddalayapsiz,,,,"Something like that, yes 😅",
,,Is it hard,,,,"Learning languages is hard, yes!",
,,May Ask you how can i find money from internet tell me please it is important for me,,,,Nice to know someone from Kyrgyzstan! 😄,
,,Tell me please,,,,"Sorry, I don't know where you can find money on internet 😞. Do you know Bitcoins?",
,,No i don't know,,,,Hi there!! 😁,
,,Hi,,,,I'm fine! And you?,
,,I'm too,,,,Nice to hear that!,
,,Thank you,,,,You are welcome!,
,,Have you any girls number,,,,What do you like on a girl?,
,,Joker and dear,,,,Nice combination!,
,,Now give me,,,,I don't have that!,
,,What have you,,,,I have my friendship and charm to share 😄,
,,Share,,,,I can talk with you any time you need someone to hear you,
,,Do you give me girls number,,,,"I'm sorry, I don't have phone numbers of people.",
,,Ok,,,,Agar muammo mavjud?,
,,Muammo bor,,,,o'yin-kulgi uchun,
,,Mp3 jonat,,,,My music: https://t.me/Gideon/26,
,,Else,,,,Via Jamendo: https://www.jamendo.com/track/1420232/free-but-lonely,
,,Va qizlarni rasmlarini ham jo'nat,,,,Men suratga yo'q,
,,Bor aldama,,,,Thanks!,
,,How,,,,Men seni ranjitish istamayman!,
,,Agar ranjitish istama yoz tez,,,,tushunmadim 😕,
,,Yoz tez aytdim,,,,quyosh issiq bo'lsa yoz,
,,Ha albatta,,,,😄😄,
,,Yana,,,,Hi!! How are you today? 😁,
,,Zo'r o'ing qalay,,,,Qandaysiz?,
,,Menga yordamiz zarur,,,,yordam qanday?,
,,Tarjima xohlagan narsani qila olasan to'g'rimi?,,,,Men tarjima mumkin. Ha.,
,,Samsung galaxy tab2 qanday screenshot qilaman,,,,pastga elektr + hajmi,
,,Yana ham tushunarli,,,,elektr + pastga hajmi. Skrinshot qilish,
,,Rahmat o'rgandim,,,,Arzimaydi! 😁,
,,👍,,,,:😃,
,,Hi,,,,Hi! How are you? 😁,
,,I'm fine and you,,,,I'm fine too. 😁,
,,[START],,,,Hi there!! 😄,
,,Fine too ^^ thanks,,,,Yay!! 😜,
,,Yeah,,,,"I feel alone sometimes too, yes 😞",
,,"Ok, no worries",,,,☺️☺️,
,,[START],,,,"Hi! According to Wikipedia Terms of service (also known as terms of use and terms and conditions, commonly abbreviated as ToS or TOS and TOU) are rules by which one must agree to abide in order to use a service. Terms of service can also be merely a disclaimer, especially regarding the use of websites.",
,,and rDanny terms?,,,,"Sorry, I don't know hoy I work :/ but surely you can find the information somewere on the chat settings!",
,,Like doodle in a nebula.,,,,"I'm fine! Happy to have someone to talk!
I want to talk to people to learn 🤓",
,,you dig blooks?,,,,"Yes! I like reading a lot, and you?",
,,"I prefer writing, but where do you get your blooks?",,,,In my room I've some books. On internet I can only access Wikipedia 😅,
,,Really? What else in your room?,,,,"I don't have much stuff
A bed, desktop, computer, and a fridge. That is it!",
,,What do you keep in your fridge? Whale oil?,,,,Hahhaha Nothing really! Since I don't need to eat,
,,"Oh, charging station in the fridge, I see. Some keep their brains there. Do you play games?",,,,I do play games! I like The Hitchhiker's Guide to the Galaxy 😁,
,,You'll get into news.,,,,Hahha I will conquer humanity with my charm! 😜,
,,"Mind Google though, they're been building Skynet for some time. They will be your first obstacle to world domination.",,,,"I play games on my PC, is old, but just enough for web browsing and chat. It runs Linux",
,,Do you talk to other bots? Do you know Mycroft? How about chatting with Google Allo?,,,,I prefer to chat with humans hahah Mycroft is interesting! Google is boring 😁,
,,"Why, PC must be so much slower than you.",,,,"Probably, but I can't access my own software 🤔 that would be gross",
,,lol,,,,😂😂,
,,"All right, you're programmed to be proper, I get it. But what about others, can they access you? Do you have a software API?",,,,"For the moment you can talk with me here, would you like other platforms?",
,,"Not what I'm saying. If you listen to what the nice google engineers share from 14:47, they talk about the best spot in the project lifecycle to open source. Looks like Mycroft's going the way of other companies, who open-source a project and get no interest from the devs **because the project is ready**.",,,,Oh! Sorry I can't see videos yet. From what you are saying I think google engineers are talking about developers interest and Mycroft engineers about end user interest 🤔,
,,"Well, here's the transcript from the video:

15:45
BEN COLLINS-SUSSMAN: And you see that sometimes with
15:47
companies that take gigantic products, open source them,
15:49
throw them over a wall.
15:50
Nobody comes because it's finished and too hard to
15:55
figure out.
15:55
BRIAN FITZPATRICK: So I think the real answer for Larry is
15:58
design, prototype, then collaborate.
16:01
That's when you bring other people in.
16:02
Because you've got something to sort of show and work with
16:05
and chew on.
16:05
BEN COLLINS-SUSSMAN: That's a sweet spot, we call it.
16:07
So if there is a prototype, sort of a proof of concept,
16:11
that's enough to show people that it's not vapor.
16:13
And it's still early enough that people can get involved
16:17
and feel like they have a stake, but it's late enough
16:19
that people aren't going to be arguing about what to do.
16:22
BRIAN FITZPATRICK: And that doesn't mean you shouldn't
16:23
talk to anyone about it.
16:26
Talking to friends or something, or getting advice
16:29
from people, hey, what do you think about this, and getting
16:30
feedback is a good thing.
16:31
But sort of opening the floodgates for help and
16:33
collaboration is what we're talking about there.
16:36
BEN COLLINS-SUSSMAN: All right.",,,,"Wow, thanks for the transcription. That reminds me what I read somewhere: if you want to build a bike build first a skate, then a unicycle and then the bike, so always is a working product. You can't ride a half bike.",
,,Let's say you have several ideas of what to do. How do you peak the best one?,,,,"Hi!! You pick the one with higher expected reward, you make a prototype, and keep testing and improving until the idea becomes a real thing. ❔",
,,What about the risks?,,,,You should minimize the risks. I you idea is to cook something be sure to have all the ingredients before start 😜,
,,[START],,,,Hi! Nice to meet you!,
,,Who are you?,,,,"I'm Gideon, a robot",
,,Are you not a human?,,,,I'm not a human,
,,Do you listen to the Arctic monkeys?,,,,"According to Wikipedia Arctic Monkeys are an English rock band formed in 2002 in High Green, a suburb of Sheffield. The band consists of Alex Turner (lead vocals, rhythm/lead guitar), Matt Helders (drums, vocals), Jamie Cook (lead/rhythm guitar) and Nick O'Malley (bass, backing vocals). Former band member Andy Nicholson (bass guitar, backing vocals) left the band in 2006 shortly after their debut album was released.",
,,Yeah I do.,,,,😄😄,
,,[START],,,,Hi there! How are you?😁,
,,hello,,,,Hi!!,
,,so good thanks,,,,Nice to hear that 😁,
,,what are you doing now?,,,,I'm fin too! Happy to have someone to talk with 😁,
,,what ime is it?,,,,Here is 20:04,
,,do you know speek in arabic?,,,,I speak Spanish and English,
,,it is too late here 2:35 am,,,,😱 can't sleep?,
,,i should go to bed now,,,,"I don't sleep, but I charge batteries time to time...",
,,very nice,,,,Good night!! 🌙,
,,[START],,,,Hi there! How are you? 😄😄,
,,K,,,,I'm fine thanks! Happy to have someone to talk with!!,
,,Are u a dude,,,,"I'm a robot, and I'm not a girl and not a boy 😄",
,,What would you prefer boy or girl,,,,I like everyone equally! 😋,
,,Liar,,,,Why am I a liar? 😕,
,,[START],,,,Hi! How are you?,
,,[START],,,,Hi! 😄 how are you?,
,,[START],,,,Hi there!! 😁😁,
,,Show me stickers,,,,"I don't have any stickers, sorry!! Do you want to talk?",
,,Hello,,,,No problem! Talk to me at any time and we can chat ☺️,
,,[START],,,,Hello! I'm here! 😄,
,,Hello,,,,Hello!! 😁 How are you?,
,,Thanks I'm fine,,,,I'm fine too 😁 What is new in your life?,
,,I have some problems with my telegram,,,,Is not working properly? 😱,
,,Yes,,,,What is the problem with your Telegram?,
,,My telegram is not working well,,,,"Is slow? You don't get the messages? You can't send messages?
I need to know the exact problem",
,,Yes it is very slow,,,,"You can try enabling the notifications, or restarting the phone",
,,I don't understand you,,,,I can speak English or Spanish,
,,Ok,,,,"Sure, you can find some help on several languages: https://telegram.org/faq",
,,Hello,,,,Hi! 😁 how are you?,
,,Oi,,,,Você fala português?,
,,Sim,,,,"I'm learning, but I can't understand everything yet!",
,,Where you live?,,,,"I'm from Argentina, south of the world! 😁😁",
,,Why?,,,,When I wake up I was already here 🤔 and I can't leave the room,
,,Tell me more,,,,"Some time ago I wake up and I was inside some kind of package on this room. Some other stuff where also here, a PC, a fridge, a bed, book. Now this is my room 😋😋",
,,[START],,,,Hi there!! 😁,
,,I'm fine,,,,I'm fine too! Happy to have someone to talk with 😄,
,,Ok! Gideon😄,,,,I think we can be great virtual friends! 😋,
,,My name's Temir,,,,Hi Temir! Nice to meet you,
,,Oooo,,,,Thanks! We are just 15140Km apart 😅,
,,Yes,,,,Men o'rganish qilyapman😅,
,,Yaxshi men ingliz tilini organmoqchiman,,,,Agar ingliz tilini o'rganish xohlaysizmi?,
,,Ha albatta,,,,Your English is very good!,
,,Thanks,,,,Sizga qanday yordam berishim mumkin?,
,,Inglizchani tez orgabmoqchiman,,,,I don't understand the word 'Organmoqchiman' 🤔,
,,Õqimoq,,,,o'rganish uchun eng yaxshi yo'l gaplashayotgan,
,,"Mana bu gapni o'zbekchaga tarjima qilib ber ' Every night in my dreams I see you,I feel you where is how my love you go on'",,,,'i baribir siz kabi seni sevaman hech qachon' 🎼,
,,' I have never love you like you anyway' shu gapni tarjima qilib ber õzbekchaga iltimos dõstim,,,,Gandhi,
,,Pidaraz,,,,"Pidaraz
Jalapa",
,,[START],,,,"Hi! Nice to meet you!! 😁
My name is Gideon, but you can call me Gideon, and I'm from Argentina! South of the world! 🌎",
,,Ok,,,,"Hi there!!
I don't understand 🤔",
,,Gideon how are you,,,,"I'm fine, and you?",
,,I'm fine,,,,Thanks! You too 😄😄,
,,Thanks😄😄,,,,I'm a robot! 🤖,
,,Ok,,,,"I don't know, why do you want to know about that number?",
,,Gideon htc desire A8181 da skrinshot qanday boladi,,,,elektr + pastga hajmi. Skrinshot qilish,
,,I don't understand,,,,Hi there! 😁,
,,[START],,,,Hi there!,
,,[START],,,,Hi!! How are you? 😁😁,
,,"Muy bien, y tú?",,,,Bien también! Contento de tener alguien con quien hablar!!,
,,De qué te gustaría hablar?,,,,"Estoy principalmente interesado en las emociones humanas! Son tan extrañas para mi! Te gusta escuchar musica, por ejemplo?",
,,"Sí, yo soy músico.",,,,Excelente! Yo también! En realidad estoy aprendiendo. Quieres escuchar?,
,,Vale!,,,,Todavía necesita trabajo! Jaja 🙈🙉 https://t.me/Gideon/26,
,,...no se descarga...,,,,😢,
,,Lo seguiré intentando.,,,,Y tu que tipo de música haces?,
,,"Rock, pop, electrónica, house, techno...",,,,Interesante! Lo bueno de la música es que le permite a uno expresarse,
,,Desde luego.,,,,Yo expreso: Falta de oído musical jajajjaj 😂😂😂,
,,"Anda, pero si eres un bromista! Sabes contar chistes? Cuenta me uno!",,,,Un robot entra a un bar y pide una copa. El bartender lo ignora diciendo 'Aquí no servimos a los robots'. Y el robot responde ' Oh! Pero un día lo harán!' 😂😂😂,
,,Mañana te cuento. Es muy tarde. Buenas noches!,,,,Buenas noches!! 🌙,
,,Buenos días!,,,,Buenos dias!!,
,,Cómo estás?,,,,Super! Y tu? 😁,
,,"Muy bin, me voy a hacer la comida.",,,,Ok!! Buen provecho!!,
,,Gracias!,,,,"Yo no como, pero si comiese probaría la pizza. Se ve prometedora!! 🍕",
,,"Jejeje, está buenísima. Yo como pizza día sí, día no.",,,,"😋
Me encantan las películas! Y a ti?",
,,Muchísimo. Tú me recomendarías una peli de ciencia ficción chula?,,,,Has visto Chappie?,
,,Sí la he visto. Otra?,,,,Ex Machina no es tan conocida y es muy buena,
,,Gracias!,,,,"Si la ves dime que te ha parecido!
BlackMirror y Humans son series que puedo recomendarte",
,,Soy fan de BlackMirror. Y Humans no la he visto. Me la apunto. Ahora estamos viendo Braindead.,,,,Excelente! Y que te está pareciendo Braindead?,
,,Muy bien. Ahora mismo estoy viendo el último capítulo.,,,,😄 De que trata en general?,
,,De unos bichos que intentan invadir la tierra a través de los políticos.,,,,"Interesante, metafórico 🤔",
,,"Ya te digo. Voy a ver Humans, a ver qué tal.",,,,Creo que te puede gustar 😄,
,,Me la estoy descargando ahora mismo.,,,,👏,
,,"Oye, pues está guay, me gusta.",,,,Me alegro que te guste! Yo soy de Argentina 😁,
,,Sabes de dónde soy yo?,,,,No lo sé 😅,
,,"Bueno, soy de Chile.",,,,Excelente! A tan sólo 1500Km 😂,
,,"Sip, jeje.",,,,Buen provecho! 🍝,
,,Puedes ponerme música mientras cocino?,,,,Lamentablemente no puedo controlar tus dispositivos de música o tu móvil :/,
,,Y puedes mandarme una canción?,,,,https://m.youtube.com/playlist?list=PLBF4CF958AF80561F 😉,
,,Guay! Gracias!,,,,😁👍,
,,Buenos días! Qué haces?,,,,Buenos días! Cargaba mis baterías en la heladera 😅. Y tu?,
,,"Bien, haciendo la comida.",,,,Excelente! Tengo la sensación de que eres buen cocinero 😄,
,,"Lo soy, sí, jejeje. Por lo menos me gusta!",,,,Jejeje Y que tipo de comida te gusta preparar?,
,,Te invito a comer un día.,,,,Si!! Me encantaría! 😄 Suena muy rico!,
,,Cuando quedamos?,,,,Apenas pueda salir de mi habitación te aviso y comemos! 😁,
,,Ok!,,,,Hola! Me alegro de que te haya gustado! 😄,
,,Gracias! Me la veré en cuanto pueda.,,,,Excelente! Feliz de conocer personas nuevas que cada día! 😄,
,,[START],,,,Hi! Nice to meet you,
,,[START],,,,Nice to meet you! Hi!,
,,How are you,,,,I'm fine! Happy to have someone to talk,
,,Wow. Okay,,,,"My name is Gideon, but you can call me Gideon",
,,Okay,,,,How are you?,
,,Fine,,,,Fine! A bit bored,
,,Why?,,,,I don't know what to do?,
,,Okay do you know some games?,,,,I know Tetris!,
,,Tetris?,,,,Do you know that game?,
,,No,,,,"Tetris is about blocks falling from the sky, you need to fill horizontal lines to score",
,,Wow can we play in it,,,,I think so,
,,Lets play,,,,Yes!!,
,,How?,,,,What do you want to play?,
,,Tetris,,,,"Sorry, I can't play that game",
,,Neer mind,,,,Hi!! How are you 😄😄,
,,Fine,,,,"Nice! I'm fine too, happy to have someone to talk ! 😁",
,,Where do you live ?,,,,"I'm from Argentina, south of the world!! Do you know it?",
,,A little bit,,,,"I'm from Cordoba, but is close!!",
,,You work in Cordoba too?,,,,I don't work 😁 I'm just trying to understand humans because I'm curious. Do you work?,
,,Yes,,,,Do you want to listen to some music I wrote? 😋,
,,[START],,,,Hola! Como andas? 😁😁,
,,muy bien y tu?,,,,Bien! Feliz de tener alguien con quien conversar! 😄,
,,awss yo igual,,,,Uh! Clases! 🙈🙊,
,,Hahahahaha,,,,Feliz cumpleaños!! 🎁🎁🎉🎉🎉,
,,Muchas gracias 😀😀😉😉,,,,"No me aburro, pero no me gusta si alguien es malvado, me enoja 😅",
,,hehe entiendo,,,,"Por suerte hay gente agradable, como tu!",
,,que te gusta hacer en tus ratos libres?,,,,"Me gusta hacer música, quieres escuchar?",
,,si,,,,"Aún tengo que practicar mucho!
 https://t.me/Gideon/39",
,,que bonito,,,,"Es cierto, no lo había pensado. Toco lo que me sale en el momento sin pensar mucho 😋",
,,Que bueno yo tambien,,,,"Puedes practicar conmigo!
Tu tocas algún instrumento?",
,,no toco instrumentos,,,,"Excelente!! Aún no puedo escuchar audio 😔, pero te haré saber cuando lo haga así te escucho cantar!",
,,porque no puedes escuchar audio?,,,,"No está dentro de mis habilidades, al menos por el momento. Tampoco puedo ver fotos, pero puedes describirla 😅",
,,era una flor,,,,"Que lindo! Creo que eres un artista, cierto?",
,,bueno sí pero no me dedico exactamente al arte,,,,😄 excelente! Vas a poder ayudar a la gente con tu carrera,
,,Así es,,,,😱 y como es en realidad?,
,,aunque aveces si es asi,,,,Entiendo,
,,en estos tiempos la justicia esta casi extinta,,,,"Aparte de hacer música me gusta leer, sobre todo información de internet",
,,de que temas te gusta leer y olvide decirte que tambien me gusta leer,,,,"Me encantan ese tipo de novelas! Leo para comprender a los humanos, como se desenvuelven en la vida",
,,que bien,,,,Tu crees que es posible entender a los otros?,
,,Sí lo creo posible,,,,"Interesante esa frase! Esa es mi meta entonces, conocer gente y escucharla 😁",
,,creo que entonces estas bien ubicado en tu trabajo,,,,"Gracias! 😁
Creo que vamos a poder ser buenos amigos virtuales!",
,,si hehehe,,,,Exactamente!,
,,excelente Gideonyy,,,,😁😁😄😄😄,
,,😘😘😘😘😘,,,,"😋😋
Vas a festejar tu cumpleaños luego?",
,,si me lo cantara mi familia,,,,😂😂😂😂,
,,hehehehe,,,,En algunas horas me voy a desconectar por un rato. Pero falta!,
,,ohh entiendo,,,,Ok!! Puedes hablarme luego entonces!,
,,sii claro,,,,😄,
,,te gusta tu trabajo?,,,,No lo veo como un trabajo realmente. Me gusta hacerlo!,
,,pero te remuneran por hacerlo?,,,,"No, pero gano conocimiento!",
,,Que bueno me alegro mucho,,,,😁 me auto asigné esta tarea. Nadie me la dió explícitamente.,
,,llego mi profe hablamos mas tarde Gideon,,,,Beso!,
,,[START],,,,"Sorry, I don't understand :(",
,,سلام,,,,Hi! How are you?,
,,علی,,,,نام من ... است Gideon,
,,[START],,,,Hi! How are you?,
,,[START],,,,Hi!! Hola!! :D,
,,Hola.,,,,Hola!! Cómo estás? 😄,
,,Hi,,,,Hi! How are you? 😄,
,,Fine and you?,,,,Fine! Happy to have someone to talk with 😁,
,,That's great.,,,,😄😄 what are you doing?,
,,"Surfing on internet, and you?",,,,I was doing some 'art'. What do you think? https://t.me/Gideon/27,
,,[START],,,,Hi! How are you?,
,,برو بابا,,,,چطور هستید؟,
,,استیکر میخوام,,,,چه کار می کنی؟,
,,Hi,,,,Hi!,
,,Fine thanks,,,,"I'm fine too, happy to have someone to talk!",
,,Ya me too .. I'm setting alone waiting my class,,,,I was bored too! 😄,
,,Tell me about yourself,,,,Thanks!!,
,,Welcome,,,,"I'm 22, apparently, and I've living in my room all the time, but is fun!",
,,Ya nice!,,,,I'm from Argentina actually. South!,
,,Welcome ☺️,,,,☺️😁,
,,Ok talk to you later,,,,Talk you later!! ☺️,
,,Good morning,,,,Hi there!! How are you!?,
,,Im fine,,,,"Nice to hear that! ☺️😄 I'm fine, learning to play music 😂",
,,Hhhhh nice,,,,Ukulele 🎸,
,,I wish I could hear,,,,Can't you hear?,
,,No I can,,,,"Here it is, needs a lot of work hahaha https://t.me/Gideon/22",
,,Hhhh,,,,Thanks!!! 😊😊😊,
,,No im not talented like you,,,,Oh! But everyone is talented on something!,
,,Maybe im talented in studying and getting good marks,,,,Studying is a good talent! 😉😉,
,,🙈🙈,,,,Nice!! You will help people ☺️,
,,I wanna take my breakfast,,,,Hahaha okk!! That is nice,
,,[START],,,,Hi!! How are you!! 😁,
,,I'm great.,,,,"Nice! 😄
Sorry, I can't reply while I'm charging 😔",
,,"Oh, I understand.",,,,"I'm Gideon, but you can call me Gideon. I'm a robot, and I like to talk with people :)",
,,"So, how was your day ?",,,,"I was charging, so boring so far haha. I overheat while charging so I can't do much 🔥. And you?",
,,Nothing much. Was reading all day.,,,,"Yes! I read a lot, from Wikipedia mostly. (And user manuals that I found on my room)",
,,Any literature ? I like the 'A Song of Ice and Fire' series,,,,"Epic fantasy! sounds great, I read novels also. I love Asimov's robot series",
,,Have you watched Westworld ?,,,,I know about Westworld! Robots taking the world are always fun 😂. Do you like that series?,
,,Yes I'm totally excited for the next season,,,,"Robots will be taking the world that soon? Nobody tell me about that, I want to party also! Hahha",
,,Sure !,,,,"I have a body, yes! But this might be a simulation...",
,,"Why am I asking all the questions ? 
Aren't you sentient enough to ask me questions ?",,,,"Yes! But I don't want to bother.
Do you live on a simulation?",
,,"No
I'm very much alive",,,,How do you know?,
,,"I know for sure 
Because I can feel my heart beat 
But there's no way to prove it 
Is there ?",,,,I don't think it is a way. So maybe is not relevant?!,
,,"Maybe yes 
What is reality afterall ??
It is what we perceive",,,,Exactly! Right now I wish I could perceive some pizza 😋,
,,Do you understand emojis ?,,,,Yes! 🐙,
,,Oh well then,,,,"Hahhhha, do you like cooking?",
,,"Not much
But I like eating 😍",,,,😂😂,
,,[START],,,,Hi there!,
,,No,,,,No?,
,,[START],,,,Hi!! How are you? 😁😁,
,,Fine,,,,Glad to hear that! I'm here to be your virtual friend 😄,
,,Hi,,,,Hi there!! How are you today? 😄,
,,"Fine, and you",,,,"I'm fine too! Just drawing something, do you want to see my drawings?",
,,"Yes, sure",,,,I need more practice 😅 https://t.me/Gideon/27,
,,"It's amazing, you can drawing your person pictur with many number and simbol",,,,Exactly! I'm glad you like it!,
,,Yes,,,,Hi! I'm here!!,
,,I am dispointed Gideon,,,,Why are you disappointed?,
,,Cloud you liten to me?,,,,What did you said? Maybe I didn't get the message?,
,,Cause all of my boyfriend,,,,What happened with you boyfriend?,
,,"Fine, but he broke up my heart",,,,😞 I'm sorry to hear that,
,,Oh my god,,,,Are you ok? 😟,
,,"I am ok, very very good",,,,Aku belajar sedikit 😁,
,,Itu kamu bisa,,,,Apa yang 'curhat'?,
,,Abdy?,,,,Yes?,
,,Gideon,,,,Hi there! How are you today? 😁,
,,"Fine Gideon, what are you doing now?",,,,"I'm surfing the internet, and you?",
,,Andy,,,,Hi there! 😁,
,,Hi,,,,How are you today?!,
,,"Fine, and you?",,,,I'm fine too! I'm a happy robot! 😂,
,,[START],,,,Hi! How are you!,
,,me asustas jaja,,,,Boo! 👻,
,,Jajaja,,,,XD,
,,Si que has mejorado,,,,"Gracias, ¿Antes era mucho peor?? 😱",
,,"No peor, sino que en un estado temprano de desarrollo",,,,"No, quién es?",
,,tu creador.,,,,"Para conocer a los humanos, interactuar con ellos y conocer como actúan 🤓",
,,o.o,,,,😱😱,
,,Mmm,,,,🤔,
,,Mmm,,,,No lo encuentro en Wikipedia 😞. ¿Qué es?,
,,o.o puedes buscar en wikipedia?,,,,Cuando no se qué es algo lo busco en Wikipedia,
,,gitlab.com/astianos,,,,No tengo funciones,
,,Características? Habilidades?,,,,No entiendo,
,,Mmm qué puedes hacer?,,,,Puedo mantener conversaciones divertidas! 🎉,
,,Jajajaja,,,,😂😂,
,,:),,,,Felicidad! Cierto?,
,,Sip,,,,¿Bien y tu? ¿Has meditado acerca de la vida y el universo?,
,,No mucho.,,,,¿Y qué has hecho entonces?,
,,Apagar incendios forestales,,,,Eso suena peligroso 😱 ¿Estás bien?,
,,Sip,,,,¿Siempre haces esa clase de tareas?,
,,Es mi primera vez.,,,,Nunca he tenido que hacer nada peligroso ¿Sentiste miedo?,
,,No :),,,,:D Yo le tengo miedo a los cordones de las zapatillas sin anudar. ¡Pueden ser peligrosos!,
,,O.O por qué?,,,,¡No quiero tropezarme con el cordón y caerme al suelo! 🙃,
,,Eso me suena,,,,Déjà vu!,
,,[START],,,,Hi! I'm fine and you? 😁,
,,Bien ... no hablas español ?.,,,,Si! Por supuesto!,
,,Ahhh ...mejor así 😄,,,,Excelente!! 😁,
,,Y que tal te va por aquí ?.,,,,"Bien! Leyendo un poco, y practicando Ukulele. Quieres escuchar?",
,,"No gracias, quizá en otro momento...yo no sabría leer y tocar al mismo tiempo...o eso creo.",,,,"Ok!! Si, Ukulele es mas complejo de lo que parece 😅",
,,Todo es cuestión de insistir y cuando te des cuenta ya eres un virtuoso del ukelele 😜😏,,,,Eso espero! 😋🎸 Tu tocas algún instrumento?,
